Number	Orthogroup	REFgene	Alignment
73	OG0000608	Pa_1_1834	alignments/orthologs0073.fas
74	OG0000609	Pa_1_1838	alignments/orthologs0074.fas
75	OG0000610	Pa_1_1840	alignments/orthologs0075.fas
76	OG0000611	Pa_1_1850	alignments/orthologs0076.fas
77	OG0000612	Pa_1_1860	alignments/orthologs0077.fas
78	OG0000613	Pa_1_1870	alignments/orthologs0078.fas
79	OG0000614	Pa_1_1880	alignments/orthologs0079.fas
80	OG0000615	Pa_1_1890	alignments/orthologs0080.fas
81	OG0000616	Pa_1_1900	alignments/orthologs0081.fas
82	OG0000617	Pa_1_1910	alignments/orthologs0082.fas
83	OG0000618	Pa_1_1920	alignments/orthologs0083.fas
84	OG0000619	Pa_1_1930	alignments/orthologs0084.fas
85	OG0000620	Pa_1_1940	alignments/orthologs0085.fas
86	OG0000621	Pa_1_1950	alignments/orthologs0086.fas
87	OG0000622	Pa_1_1970	alignments/orthologs0087.fas
88	OG0000623	Pa_1_1980	alignments/orthologs0088.fas
89	OG0000624	Pa_1_1990	alignments/orthologs0089.fas
90	OG0000625	Pa_1_2010	alignments/orthologs0090.fas
91	OG0000626	Pa_1_2020	alignments/orthologs0091.fas
92	OG0000627	Pa_1_2040	alignments/orthologs0092.fas
93	OG0000628	Pa_1_2045	alignments/orthologs0093.fas
94	OG0000629	Pa_1_2050	alignments/orthologs0094.fas
95	OG0000630	Pa_1_2060	alignments/orthologs0095.fas
96	OG0000631	Pa_1_2070	alignments/orthologs0096.fas
97	OG0000632	Pa_1_2080	alignments/orthologs0097.fas
98	OG0000633	Pa_1_2090	alignments/orthologs0098.fas
99	OG0000634	Pa_1_2100	alignments/orthologs0099.fas
100	OG0000635	Pa_1_2110	alignments/orthologs0100.fas
101	OG0000636	Pa_1_2120	alignments/orthologs0101.fas
102	OG0000637	Pa_1_2130	alignments/orthologs0102.fas
103	OG0000638	Pa_1_2140	alignments/orthologs0103.fas
104	OG0000639	Pa_1_2150	alignments/orthologs0104.fas
105	OG0000640	Pa_1_2160	alignments/orthologs0105.fas
106	OG0000641	Pa_1_2170	alignments/orthologs0106.fas
107	OG0000642	Pa_1_2180	alignments/orthologs0107.fas
108	OG0000643	Pa_1_2190	alignments/orthologs0108.fas
109	OG0000644	Pa_1_2200	alignments/orthologs0109.fas
110	OG0000645	Pa_1_2205	alignments/orthologs0110.fas
111	OG0000646	Pa_1_2210	alignments/orthologs0111.fas
112	OG0000647	Pa_1_2220	alignments/orthologs0112.fas
113	OG0000648	Pa_1_2230	alignments/orthologs0113.fas
114	OG0000649	Pa_1_2240	alignments/orthologs0114.fas
116	OG0000651	Pa_1_2248	alignments/orthologs0116.fas
117	OG0000652	Pa_1_2250	alignments/orthologs0117.fas
118	OG0000653	Pa_1_2260	alignments/orthologs0118.fas
119	OG0000654	Pa_1_2280	alignments/orthologs0119.fas
120	OG0000655	Pa_1_2290	alignments/orthologs0120.fas
121	OG0000656	Pa_1_2300	alignments/orthologs0121.fas
122	OG0000657	Pa_1_2310	alignments/orthologs0122.fas
123	OG0000658	Pa_1_2320	alignments/orthologs0123.fas
124	OG0000659	Pa_1_2330	alignments/orthologs0124.fas
125	OG0000660	Pa_1_2340	alignments/orthologs0125.fas
126	OG0000661	Pa_1_2350	alignments/orthologs0126.fas
127	OG0000662	Pa_1_2360	alignments/orthologs0127.fas
128	OG0000663	Pa_1_2370	alignments/orthologs0128.fas
129	OG0000664	Pa_1_2380	alignments/orthologs0129.fas
130	OG0000665	Pa_1_2390	alignments/orthologs0130.fas
131	OG0000666	Pa_1_2400	alignments/orthologs0131.fas
132	OG0000667	Pa_1_2410	alignments/orthologs0132.fas
133	OG0000668	Pa_1_2420	alignments/orthologs0133.fas
134	OG0000669	Pa_1_2430	alignments/orthologs0134.fas
135	OG0000670	Pa_1_2440	alignments/orthologs0135.fas
136	OG0000671	Pa_1_2450	alignments/orthologs0136.fas
137	OG0000672	Pa_1_2460	alignments/orthologs0137.fas
138	OG0000673	Pa_1_2470	alignments/orthologs0138.fas
139	OG0000674	Pa_1_2480	alignments/orthologs0139.fas
140	OG0000675	Pa_1_2490	alignments/orthologs0140.fas
141	OG0000676	Pa_1_2495	alignments/orthologs0141.fas
142	OG0000677	Pa_1_2500	alignments/orthologs0142.fas
143	OG0000678	Pa_1_2510	alignments/orthologs0143.fas
144	OG0000679	Pa_1_2520	alignments/orthologs0144.fas
145	OG0000680	Pa_1_2530	alignments/orthologs0145.fas
146	OG0000681	Pa_1_2540	alignments/orthologs0146.fas
147	OG0000682	Pa_1_2550	alignments/orthologs0147.fas
148	OG0000683	Pa_1_2560	alignments/orthologs0148.fas
149	OG0000684	Pa_1_2570	alignments/orthologs0149.fas
150	OG0000685	Pa_1_2580	alignments/orthologs0150.fas
151	OG0000686	Pa_1_2590	alignments/orthologs0151.fas
152	OG0000687	Pa_1_2600	alignments/orthologs0152.fas
153	OG0000688	Pa_1_2610	alignments/orthologs0153.fas
154	OG0000689	Pa_1_2620	alignments/orthologs0154.fas
155	OG0000690	Pa_1_2630	alignments/orthologs0155.fas
156	OG0000691	Pa_1_2640	alignments/orthologs0156.fas
157	OG0000692	Pa_1_2650	alignments/orthologs0157.fas
158	OG0000693	Pa_1_2653	alignments/orthologs0158.fas
159	OG0000694	Pa_1_2656	alignments/orthologs0159.fas
160	OG0000695	Pa_1_2660	alignments/orthologs0160.fas
161	OG0000696	Pa_1_2665	alignments/orthologs0161.fas
162	OG0000697	Pa_1_2680	alignments/orthologs0162.fas
164	OG0000699	Pa_1_2710	alignments/orthologs0164.fas
165	OG0000700	Pa_1_2720	alignments/orthologs0165.fas
166	OG0000701	Pa_1_2730	alignments/orthologs0166.fas
167	OG0000702	Pa_1_2740	alignments/orthologs0167.fas
168	OG0000703	Pa_1_2750	alignments/orthologs0168.fas
169	OG0000704	Pa_1_2760	alignments/orthologs0169.fas
170	OG0000705	Pa_1_2770	alignments/orthologs0170.fas
171	OG0000706	Pa_1_2780	alignments/orthologs0171.fas
172	OG0000707	Pa_1_2800	alignments/orthologs0172.fas
173	OG0000708	Pa_1_2810	alignments/orthologs0173.fas
174	OG0000709	Pa_1_2820	alignments/orthologs0174.fas
175	OG0000710	Pa_1_2830	alignments/orthologs0175.fas
176	OG0000711	Pa_1_2850	alignments/orthologs0176.fas
177	OG0000712	Pa_1_2890	alignments/orthologs0177.fas
178	OG0000713	Pa_1_2900	alignments/orthologs0178.fas
179	OG0000714	Pa_1_2935	alignments/orthologs0179.fas
180	OG0000715	Pa_1_2950	alignments/orthologs0180.fas
181	OG0000716	Pa_1_2960	alignments/orthologs0181.fas
182	OG0000717	Pa_1_2970	alignments/orthologs0182.fas
183	OG0000718	Pa_1_2980	alignments/orthologs0183.fas
184	OG0000719	Pa_1_2990	alignments/orthologs0184.fas
185	OG0000720	Pa_1_3000	alignments/orthologs0185.fas
186	OG0000721	Pa_1_3010	alignments/orthologs0186.fas
187	OG0000722	Pa_1_3020	alignments/orthologs0187.fas
188	OG0000723	Pa_1_3030	alignments/orthologs0188.fas
189	OG0000724	Pa_1_3040	alignments/orthologs0189.fas
190	OG0000725	Pa_1_3050	alignments/orthologs0190.fas
191	OG0000726	Pa_1_3060	alignments/orthologs0191.fas
192	OG0000727	Pa_1_3070	alignments/orthologs0192.fas
193	OG0000728	Pa_1_3075	alignments/orthologs0193.fas
194	OG0000729	Pa_1_3080	alignments/orthologs0194.fas
195	OG0000730	Pa_1_3090	alignments/orthologs0195.fas
196	OG0000731	Pa_1_3100	alignments/orthologs0196.fas
197	OG0000732	Pa_1_3110	alignments/orthologs0197.fas
198	OG0000733	Pa_1_3120	alignments/orthologs0198.fas
199	OG0000734	Pa_1_3130	alignments/orthologs0199.fas
200	OG0000735	Pa_1_3140	alignments/orthologs0200.fas
201	OG0000736	Pa_1_3150	alignments/orthologs0201.fas
202	OG0000737	Pa_1_3160	alignments/orthologs0202.fas
203	OG0000738	Pa_1_3170	alignments/orthologs0203.fas
204	OG0000739	Pa_1_3180	alignments/orthologs0204.fas
205	OG0000740	Pa_1_3190	alignments/orthologs0205.fas
206	OG0000741	Pa_1_3200	alignments/orthologs0206.fas
207	OG0000742	Pa_1_3220	alignments/orthologs0207.fas
208	OG0000743	Pa_1_3230	alignments/orthologs0208.fas
209	OG0000744	Pa_1_3240	alignments/orthologs0209.fas
210	OG0000745	Pa_1_3250	alignments/orthologs0210.fas
211	OG0000746	Pa_1_3260	alignments/orthologs0211.fas
212	OG0000747	Pa_1_3270	alignments/orthologs0212.fas
213	OG0000748	Pa_1_3280	alignments/orthologs0213.fas
214	OG0000749	Pa_1_3290	alignments/orthologs0214.fas
215	OG0000750	Pa_1_3300	alignments/orthologs0215.fas
216	OG0000751	Pa_1_3310	alignments/orthologs0216.fas
217	OG0000752	Pa_1_3320	alignments/orthologs0217.fas
218	OG0000753	Pa_1_3330	alignments/orthologs0218.fas
219	OG0000754	Pa_1_3340	alignments/orthologs0219.fas
220	OG0000755	Pa_1_3350	alignments/orthologs0220.fas
221	OG0000756	Pa_1_3360	alignments/orthologs0221.fas
222	OG0000757	Pa_1_3370	alignments/orthologs0222.fas
223	OG0000758	Pa_1_3380	alignments/orthologs0223.fas
224	OG0000759	Pa_1_3385	alignments/orthologs0224.fas
225	OG0000760	Pa_1_3390	alignments/orthologs0225.fas
226	OG0000761	Pa_1_3400	alignments/orthologs0226.fas
227	OG0000762	Pa_1_3410	alignments/orthologs0227.fas
228	OG0000763	Pa_1_3420	alignments/orthologs0228.fas
229	OG0000764	Pa_1_3430	alignments/orthologs0229.fas
230	OG0000765	Pa_1_3450	alignments/orthologs0230.fas
232	OG0000767	Pa_1_3460	alignments/orthologs0232.fas
233	OG0000768	Pa_1_3475	alignments/orthologs0233.fas
234	OG0000769	Pa_1_3480	alignments/orthologs0234.fas
235	OG0000770	Pa_1_3485	alignments/orthologs0235.fas
236	OG0000771	Pa_1_3490	alignments/orthologs0236.fas
237	OG0000772	Pa_1_3500	alignments/orthologs0237.fas
238	OG0000773	Pa_1_3510	alignments/orthologs0238.fas
239	OG0000774	Pa_1_3520	alignments/orthologs0239.fas
240	OG0000775	Pa_1_3530	alignments/orthologs0240.fas
241	OG0000776	Pa_1_3540	alignments/orthologs0241.fas
242	OG0000777	Pa_1_3545	alignments/orthologs0242.fas
243	OG0000778	Pa_1_3550	alignments/orthologs0243.fas
244	OG0000779	Pa_1_3570	alignments/orthologs0244.fas
245	OG0000780	Pa_1_3580	alignments/orthologs0245.fas
246	OG0000781	Pa_1_3590	alignments/orthologs0246.fas
247	OG0000782	Pa_1_3620	alignments/orthologs0247.fas
248	OG0000783	Pa_1_3610	alignments/orthologs0248.fas
249	OG0000784	Pa_1_3630	alignments/orthologs0249.fas
250	OG0000785	Pa_1_3640	alignments/orthologs0250.fas
251	OG0000786	Pa_1_3650	alignments/orthologs0251.fas
252	OG0000787	Pa_1_3660	alignments/orthologs0252.fas
253	OG0000788	Pa_1_3670	alignments/orthologs0253.fas
255	OG0000790	Pa_1_3690	alignments/orthologs0255.fas
256	OG0000791	Pa_1_3691	alignments/orthologs0256.fas
257	OG0000793	Pa_1_3700	alignments/orthologs0257.fas
258	OG0000794	Pa_1_3710	alignments/orthologs0258.fas
259	OG0000795	Pa_1_3730	alignments/orthologs0259.fas
260	OG0000796	Pa_1_3740	alignments/orthologs0260.fas
261	OG0000797	Pa_1_3750	alignments/orthologs0261.fas
262	OG0000798	Pa_1_3760	alignments/orthologs0262.fas
263	OG0000799	Pa_1_3767	alignments/orthologs0263.fas
264	OG0000800	Pa_1_3770	alignments/orthologs0264.fas
265	OG0000801	Pa_1_3780	alignments/orthologs0265.fas
266	OG0000802	Pa_1_3790	alignments/orthologs0266.fas
267	OG0000803	Pa_1_3800	alignments/orthologs0267.fas
268	OG0000804	Pa_1_3810	alignments/orthologs0268.fas
269	OG0000805	Pa_1_3820	alignments/orthologs0269.fas
270	OG0000806	Pa_1_3830	alignments/orthologs0270.fas
271	OG0000807	Pa_1_3840	alignments/orthologs0271.fas
272	OG0000808	Pa_1_3850	alignments/orthologs0272.fas
273	OG0000809	Pa_1_3853	alignments/orthologs0273.fas
274	OG0000810	Pa_1_3855	alignments/orthologs0274.fas
275	OG0000811	Pa_1_3860	alignments/orthologs0275.fas
276	OG0000812	Pa_1_3870	alignments/orthologs0276.fas
277	OG0000813	Pa_1_3880	alignments/orthologs0277.fas
278	OG0000814	Pa_1_3890	alignments/orthologs0278.fas
279	OG0000815	Pa_1_3900	alignments/orthologs0279.fas
280	OG0000816	Pa_1_3910	alignments/orthologs0280.fas
281	OG0000817	Pa_1_3920	alignments/orthologs0281.fas
282	OG0000818	Pa_1_3930	alignments/orthologs0282.fas
283	OG0000819	Pa_1_3935	alignments/orthologs0283.fas
284	OG0000820	Pa_1_3940	alignments/orthologs0284.fas
285	OG0000821	Pa_1_3945	alignments/orthologs0285.fas
286	OG0000822	Pa_1_3950	alignments/orthologs0286.fas
287	OG0000823	Pa_1_3960	alignments/orthologs0287.fas
288	OG0000824	Pa_1_3970	alignments/orthologs0288.fas
289	OG0000825	Pa_1_3980	alignments/orthologs0289.fas
290	OG0000826	Pa_1_3990	alignments/orthologs0290.fas
291	OG0000827	Pa_1_4000	alignments/orthologs0291.fas
292	OG0000828	Pa_1_4010	alignments/orthologs0292.fas
293	OG0000829	Pa_1_4020	alignments/orthologs0293.fas
294	OG0000830	Pa_1_4030	alignments/orthologs0294.fas
295	OG0000831	Pa_1_4040	alignments/orthologs0295.fas
296	OG0000832	Pa_1_4060	alignments/orthologs0296.fas
297	OG0000833	Pa_1_4090	alignments/orthologs0297.fas
298	OG0000834	Pa_1_4100	alignments/orthologs0298.fas
299	OG0000835	Pa_1_4110	alignments/orthologs0299.fas
300	OG0000836	Pa_1_4120	alignments/orthologs0300.fas
301	OG0000837	Pa_1_4140	alignments/orthologs0301.fas
302	OG0000838	Pa_1_4150	alignments/orthologs0302.fas
303	OG0000839	Pa_1_4160	alignments/orthologs0303.fas
304	OG0000840	Pa_1_4170	alignments/orthologs0304.fas
305	OG0000841	Pa_1_4180	alignments/orthologs0305.fas
306	OG0000842	Pa_1_4190	alignments/orthologs0306.fas
307	OG0000843	Pa_1_4200	alignments/orthologs0307.fas
308	OG0000844	Pa_1_4220	alignments/orthologs0308.fas
309	OG0000845	Pa_1_4230	alignments/orthologs0309.fas
310	OG0000846	Pa_1_4240	alignments/orthologs0310.fas
311	OG0000847	Pa_1_4250	alignments/orthologs0311.fas
312	OG0000848	Pa_1_4260	alignments/orthologs0312.fas
313	OG0000849	Pa_1_4270	alignments/orthologs0313.fas
314	OG0000850	Pa_1_4280	alignments/orthologs0314.fas
315	OG0000851	Pa_1_4290	alignments/orthologs0315.fas
317	OG0000853	Pa_1_4320	alignments/orthologs0317.fas
318	OG0000854	Pa_1_4325	alignments/orthologs0318.fas
319	OG0000855	Pa_1_4330	alignments/orthologs0319.fas
320	OG0000856	Pa_1_4335	alignments/orthologs0320.fas
321	OG0000857	Pa_1_4340	alignments/orthologs0321.fas
322	OG0000858	Pa_1_4360	alignments/orthologs0322.fas
323	OG0000859	Pa_1_4370	alignments/orthologs0323.fas
324	OG0000860	Pa_1_4380	alignments/orthologs0324.fas
325	OG0000861	Pa_1_4390	alignments/orthologs0325.fas
326	OG0000862	Pa_1_4400	alignments/orthologs0326.fas
327	OG0000863	Pa_1_4410	alignments/orthologs0327.fas
328	OG0000864	Pa_1_4420	alignments/orthologs0328.fas
329	OG0000865	Pa_1_4430	alignments/orthologs0329.fas
330	OG0000866	Pa_1_4440	alignments/orthologs0330.fas
331	OG0000867	Pa_1_4450	alignments/orthologs0331.fas
332	OG0000868	Pa_1_4460	alignments/orthologs0332.fas
333	OG0000869	Pa_1_4470	alignments/orthologs0333.fas
334	OG0000870	Pa_1_4480	alignments/orthologs0334.fas
335	OG0000871	Pa_1_4490	alignments/orthologs0335.fas
336	OG0000872	Pa_1_4495	alignments/orthologs0336.fas
337	OG0000873	Pa_1_4500	alignments/orthologs0337.fas
338	OG0000874	Pa_1_4510	alignments/orthologs0338.fas
339	OG0000875	Pa_1_4515	alignments/orthologs0339.fas
340	OG0000876	Pa_1_4530	alignments/orthologs0340.fas
341	OG0000877	Pa_1_4540	alignments/orthologs0341.fas
342	OG0000878	Pa_1_4550	alignments/orthologs0342.fas
343	OG0000879	Pa_1_4570	alignments/orthologs0343.fas
344	OG0000880	Pa_1_4580	alignments/orthologs0344.fas
345	OG0000881	Pa_1_4590	alignments/orthologs0345.fas
346	OG0000882	Pa_1_4600	alignments/orthologs0346.fas
347	OG0000883	Pa_1_4610	alignments/orthologs0347.fas
348	OG0000884	Pa_1_4620	alignments/orthologs0348.fas
349	OG0000885	Pa_1_4630	alignments/orthologs0349.fas
350	OG0000886	Pa_1_4640	alignments/orthologs0350.fas
351	OG0000887	Pa_1_4650	alignments/orthologs0351.fas
352	OG0000888	Pa_1_4660	alignments/orthologs0352.fas
353	OG0000889	Pa_1_4670	alignments/orthologs0353.fas
354	OG0000890	Pa_1_4710	alignments/orthologs0354.fas
355	OG0000891	Pa_1_4720	alignments/orthologs0355.fas
356	OG0000892	Pa_1_4730	alignments/orthologs0356.fas
357	OG0000893	Pa_1_4740	alignments/orthologs0357.fas
358	OG0000894	Pa_1_4750	alignments/orthologs0358.fas
359	OG0000895	Pa_1_4760	alignments/orthologs0359.fas
360	OG0000896	Pa_1_4770	alignments/orthologs0360.fas
361	OG0000897	Pa_1_4780	alignments/orthologs0361.fas
362	OG0000898	Pa_1_4790	alignments/orthologs0362.fas
363	OG0000899	Pa_1_4800	alignments/orthologs0363.fas
364	OG0000900	Pa_1_4820	alignments/orthologs0364.fas
365	OG0000901	Pa_1_4830	alignments/orthologs0365.fas
366	OG0000902	Pa_1_4840	alignments/orthologs0366.fas
367	OG0000903	Pa_1_4850	alignments/orthologs0367.fas
368	OG0000904	Pa_1_4880	alignments/orthologs0368.fas
369	OG0000905	Pa_1_4890	alignments/orthologs0369.fas
370	OG0000906	Pa_1_4910	alignments/orthologs0370.fas
371	OG0000907	Pa_1_4920	alignments/orthologs0371.fas
372	OG0000908	Pa_1_4930	alignments/orthologs0372.fas
373	OG0000909	Pa_1_4935	alignments/orthologs0373.fas
374	OG0000910	Pa_1_4940	alignments/orthologs0374.fas
375	OG0000911	Pa_1_4950	alignments/orthologs0375.fas
376	OG0000912	Pa_1_4960	alignments/orthologs0376.fas
377	OG0000913	Pa_1_4990	alignments/orthologs0377.fas
378	OG0000914	Pa_1_5000	alignments/orthologs0378.fas
379	OG0000915	Pa_1_5005	alignments/orthologs0379.fas
380	OG0000916	Pa_1_5010	alignments/orthologs0380.fas
381	OG0000917	Pa_1_5020	alignments/orthologs0381.fas
382	OG0000918	Pa_1_5030	alignments/orthologs0382.fas
383	OG0000919	Pa_1_5090	alignments/orthologs0383.fas
384	OG0000920	Pa_1_5100	alignments/orthologs0384.fas
385	OG0000921	Pa_1_5110	alignments/orthologs0385.fas
386	OG0000922	Pa_1_5120	alignments/orthologs0386.fas
387	OG0000923	Pa_1_5130	alignments/orthologs0387.fas
388	OG0000924	Pa_1_5140	alignments/orthologs0388.fas
389	OG0000925	Pa_1_5160	alignments/orthologs0389.fas
390	OG0000926	Pa_1_5170	alignments/orthologs0390.fas
391	OG0000927	Pa_1_5190	alignments/orthologs0391.fas
392	OG0000928	Pa_1_5195	alignments/orthologs0392.fas
393	OG0000929	Pa_1_5200	alignments/orthologs0393.fas
394	OG0000930	Pa_1_5220	alignments/orthologs0394.fas
395	OG0000931	Pa_1_5230	alignments/orthologs0395.fas
396	OG0000932	Pa_1_5240	alignments/orthologs0396.fas
397	OG0000933	Pa_1_5250	alignments/orthologs0397.fas
398	OG0000934	Pa_1_5260	alignments/orthologs0398.fas
399	OG0000935	Pa_1_5270	alignments/orthologs0399.fas
400	OG0000936	Pa_1_5290	alignments/orthologs0400.fas
401	OG0000937	Pa_1_5280	alignments/orthologs0401.fas
402	OG0000938	Pa_1_5300	alignments/orthologs0402.fas
403	OG0000939	Pa_1_5306	alignments/orthologs0403.fas
404	OG0000940	Pa_1_5310	alignments/orthologs0404.fas
405	OG0000941	Pa_1_5315	alignments/orthologs0405.fas
406	OG0000942	Pa_1_5320	alignments/orthologs0406.fas
407	OG0000943	Pa_1_5330	alignments/orthologs0407.fas
408	OG0000944	Pa_1_5340	alignments/orthologs0408.fas
409	OG0000945	Pa_1_5360	alignments/orthologs0409.fas
410	OG0000946	Pa_1_5370	alignments/orthologs0410.fas
411	OG0000947	Pa_1_5380	alignments/orthologs0411.fas
412	OG0000948	Pa_1_5390	alignments/orthologs0412.fas
413	OG0000949	Pa_1_5400	alignments/orthologs0413.fas
414	OG0000950	Pa_1_5420	alignments/orthologs0414.fas
415	OG0000951	Pa_1_5410	alignments/orthologs0415.fas
416	OG0000952	Pa_1_5430	alignments/orthologs0416.fas
417	OG0000953	Pa_1_5440	alignments/orthologs0417.fas
418	OG0000954	Pa_1_5450	alignments/orthologs0418.fas
419	OG0000955	Pa_1_5460	alignments/orthologs0419.fas
420	OG0000956	Pa_1_5470	alignments/orthologs0420.fas
422	OG0000958	Pa_1_5485	alignments/orthologs0422.fas
423	OG0000959	Pa_1_5488	alignments/orthologs0423.fas
424	OG0000960	Pa_1_5490	alignments/orthologs0424.fas
425	OG0000961	Pa_1_5500	alignments/orthologs0425.fas
426	OG0000962	Pa_1_5530	alignments/orthologs0426.fas
427	OG0000963	Pa_1_5540	alignments/orthologs0427.fas
428	OG0000964	Pa_1_5570	alignments/orthologs0428.fas
429	OG0000965	Pa_1_5590	alignments/orthologs0429.fas
430	OG0000966	Pa_1_5599	alignments/orthologs0430.fas
431	OG0000967	Pa_1_5600	alignments/orthologs0431.fas
432	OG0000968	Pa_1_5620	alignments/orthologs0432.fas
433	OG0000969	Pa_1_5640	alignments/orthologs0433.fas
434	OG0000970	Pa_1_5655	alignments/orthologs0434.fas
435	OG0000971	Pa_1_5660	alignments/orthologs0435.fas
436	OG0000972	Pa_1_5670	alignments/orthologs0436.fas
437	OG0000973	Pa_1_5679	alignments/orthologs0437.fas
438	OG0000974	Pa_1_5680	alignments/orthologs0438.fas
439	OG0000975	Pa_1_5690	alignments/orthologs0439.fas
440	OG0000976	Pa_1_5700	alignments/orthologs0440.fas
441	OG0000977	Pa_1_5710	alignments/orthologs0441.fas
442	OG0000978	Pa_1_5740	alignments/orthologs0442.fas
443	OG0000979	Pa_1_5750	alignments/orthologs0443.fas
444	OG0000980	Pa_1_5760	alignments/orthologs0444.fas
445	OG0000981	Pa_1_5765	alignments/orthologs0445.fas
446	OG0000982	Pa_1_5770	alignments/orthologs0446.fas
447	OG0000983	Pa_1_5780	alignments/orthologs0447.fas
448	OG0000984	Pa_1_5820	alignments/orthologs0448.fas
449	OG0000985	Pa_1_5830	alignments/orthologs0449.fas
450	OG0000986	Pa_1_5840	alignments/orthologs0450.fas
451	OG0000987	Pa_1_5850	alignments/orthologs0451.fas
452	OG0000988	Pa_1_5870	alignments/orthologs0452.fas
453	OG0000989	Pa_1_5860	alignments/orthologs0453.fas
454	OG0000990	Pa_1_5880	alignments/orthologs0454.fas
455	OG0000991	Pa_1_5890	alignments/orthologs0455.fas
457	OG0000993	Pa_1_5910	alignments/orthologs0457.fas
458	OG0000994	Pa_1_5915	alignments/orthologs0458.fas
459	OG0000995	Pa_1_5920	alignments/orthologs0459.fas
