Number	Orthogroup	REFgene	Alignment
6785	OG0007347	Pa_6_5040	alignments/orthologs6785.fas
6553	OG0007114	Pa_5_11480	alignments/orthologs6553.fas
1268	OG0001804	Pa_1_14370	alignments/orthologs1268.fas
4028	OG0004576	Pa_3_4150	alignments/orthologs4028.fas
3472	OG0004018	Pa_2_12070	alignments/orthologs3472.fas
3135	OG0003681	Pa_2_8480	alignments/orthologs3135.fas
1682	OG0002220	Pa_1_18660	alignments/orthologs1682.fas
6059	OG0006619	Pa_5_5290	alignments/orthologs6059.fas
8100	OG0008666	Pa_7_7800	alignments/orthologs8100.fas
2932	OG0003477	Pa_2_6160	alignments/orthologs2932.fas
1008	OG0001544	Pa_1_11650	alignments/orthologs1008.fas
7958	OG0008524	Pa_7_6060	alignments/orthologs7958.fas
6804	OG0007366	Pa_6_5240	alignments/orthologs6804.fas
4414	OG0004963	Pa_3_8210	alignments/orthologs4414.fas
6238	OG0006799	Pa_5_7360	alignments/orthologs6238.fas
2500	OG0003042	Pa_2_1360	alignments/orthologs2500.fas
5450	OG0006005	Pa_4_5680	alignments/orthologs5450.fas
5357	OG0005912	Pa_4_6930	alignments/orthologs5357.fas
4152	OG0004700	Pa_3_5440	alignments/orthologs4152.fas
8561	OG0009128	Pa_7_557	alignments/orthologs8561.fas
2063	OG0002604	Pa_1_22980	alignments/orthologs2063.fas
1260	OG0001796	Pa_1_12860	alignments/orthologs1260.fas
2012	OG0002553	Pa_1_22450	alignments/orthologs2012.fas
2276	OG0002817	Pa_1_360	alignments/orthologs2276.fas
3485	OG0004031	Pa_2_12210	alignments/orthologs3485.fas
5425	OG0005980	Pa_4_6180	alignments/orthologs5425.fas
6313	OG0006874	Pa_5_6407	alignments/orthologs6313.fas
8460	OG0009027	Pa_7_11540	alignments/orthologs8460.fas
866	OG0001402	Pa_1_10110	alignments/orthologs0866.fas
3241	OG0003787	Pa_2_9580	alignments/orthologs3241.fas
2275	OG0002816	Pa_1_370	alignments/orthologs2275.fas
2193	OG0002734	Pa_1_24340	alignments/orthologs2193.fas
1525	OG0002063	Pa_1_17065	alignments/orthologs1525.fas
4077	OG0004625	Pa_3_4660	alignments/orthologs4077.fas
2225	OG0002766	Pa_1_910	alignments/orthologs2225.fas
3339	OG0003885	Pa_2_10690	alignments/orthologs3339.fas
6939	OG0007501	Pa_6_3250	alignments/orthologs6939.fas
2930	OG0003475	Pa_2_6120	alignments/orthologs2930.fas
4581	OG0005131	Pa_3_9970	alignments/orthologs4581.fas
6225	OG0006786	Pa_5_7530	alignments/orthologs6225.fas
3720	OG0004267	Pa_3_510	alignments/orthologs3720.fas
4685	OG0005235	Pa_3_10910	alignments/orthologs4685.fas
7201	OG0007765	Pa_6_160	alignments/orthologs7201.fas
6559	OG0007120	Pa_5_11410	alignments/orthologs6559.fas
6556	OG0007117	Pa_5_11440	alignments/orthologs6556.fas
7883	OG0008449	Pa_7_5170	alignments/orthologs7883.fas
2305	OG0002846	Pa_0_610	alignments/orthologs2305.fas
916	OG0001452	Pa_1_10660	alignments/orthologs0916.fas
1748	OG0002286	Pa_1_19350	alignments/orthologs1748.fas
743	OG0001279	Pa_1_8770	alignments/orthologs0743.fas
5349	OG0005904	Pa_4_7040	alignments/orthologs5349.fas
3987	OG0004535	Pa_3_3750	alignments/orthologs3987.fas
7922	OG0008488	Pa_7_5590	alignments/orthologs7922.fas
1424	OG0001961	Pa_1_16010	alignments/orthologs1424.fas
6826	OG0007388	Pa_6_5480	alignments/orthologs6826.fas
1548	OG0002086	Pa_1_17250	alignments/orthologs1548.fas
1065	OG0001601	Pa_1_12260	alignments/orthologs1065.fas
3954	OG0004502	Pa_3_3370	alignments/orthologs3954.fas
1375	OG0001912	Pa_1_15500	alignments/orthologs1375.fas
3139	OG0003685	Pa_2_8540	alignments/orthologs3139.fas
5138	OG0005692	Pa_4_9240	alignments/orthologs5138.fas
4471	OG0005021	Pa_3_8820	alignments/orthologs4471.fas
2597	OG0003139	Pa_2_2420	alignments/orthologs2597.fas
3183	OG0003729	Pa_2_9030	alignments/orthologs3183.fas
1166	OG0001702	Pa_1_13810	alignments/orthologs1166.fas
1580	OG0002118	Pa_1_17553	alignments/orthologs1580.fas
4960	OG0005514	Pa_4_3020	alignments/orthologs4960.fas
2759	OG0003301	Pa_2_4140	alignments/orthologs2759.fas
6011	OG0006571	Pa_5_4770	alignments/orthologs6011.fas
6614	OG0007175	Pa_6_11240	alignments/orthologs6614.fas
7014	OG0007577	Pa_6_2220	alignments/orthologs7014.fas
6250	OG0006811	Pa_5_7230	alignments/orthologs6250.fas
1812	OG0002350	Pa_1_20030	alignments/orthologs1812.fas
2440	OG0002981	Pa_2_760	alignments/orthologs2440.fas
8267	OG0008834	Pa_7_9530	alignments/orthologs8267.fas
5746	OG0006303	Pa_5_1270	alignments/orthologs5746.fas
4285	OG0004834	Pa_3_6890	alignments/orthologs4285.fas
1229	OG0001765	Pa_1_13210	alignments/orthologs1229.fas
988	OG0001524	Pa_1_11440	alignments/orthologs0988.fas
6072	OG0006632	Pa_5_5460	alignments/orthologs6072.fas
6860	OG0007422	Pa_6_5810	alignments/orthologs6860.fas
3597	OG0004143	Pa_2_13380	alignments/orthologs3597.fas
3757	OG0004304	Pa_3_960	alignments/orthologs3757.fas
1875	OG0002413	Pa_1_20660	alignments/orthologs1875.fas
2626	OG0003168	Pa_2_2740	alignments/orthologs2626.fas
8174	OG0008740	Pa_7_8540	alignments/orthologs8174.fas
2292	OG0002833	Pa_1_210	alignments/orthologs2292.fas
8383	OG0008950	Pa_7_10800	alignments/orthologs8383.fas
5010	OG0005564	Pa_4_4060	alignments/orthologs5010.fas
6416	OG0006977	Pa_5_8810	alignments/orthologs6416.fas
6649	OG0007211	Pa_6_11760	alignments/orthologs6649.fas
926	OG0001462	Pa_1_10760	alignments/orthologs0926.fas
780	OG0001316	Pa_1_9175	alignments/orthologs0780.fas
6524	OG0007085	Pa_5_10060	alignments/orthologs6524.fas
7321	OG0007885	Pa_6_7720	alignments/orthologs7321.fas
1911	OG0002449	Pa_1_21050	alignments/orthologs1911.fas
2520	OG0003062	Pa_2_1580	alignments/orthologs2520.fas
6240	OG0006801	Pa_5_7340	alignments/orthologs6240.fas
7699	OG0008263	Pa_7_3780	alignments/orthologs7699.fas
1095	OG0001631	Pa_1_12570	alignments/orthologs1095.fas
1061	OG0001597	Pa_1_12210	alignments/orthologs1061.fas
2785	OG0003327	Pa_2_4420	alignments/orthologs2785.fas
4740	OG0005290	Pa_4_470	alignments/orthologs4740.fas
7316	OG0007880	Pa_6_7640	alignments/orthologs7316.fas
3747	OG0004294	Pa_3_860	alignments/orthologs3747.fas
6485	OG0007046	Pa_5_9610	alignments/orthologs6485.fas
4886	OG0005440	Pa_0_340	alignments/orthologs4886.fas
6721	OG0007283	Pa_6_4330	alignments/orthologs6721.fas
4204	OG0004753	Pa_3_6030	alignments/orthologs4204.fas
4600	OG0005150	Pa_3_10170	alignments/orthologs4600.fas
8128	OG0008694	Pa_7_8170	alignments/orthologs8128.fas
7620	OG0008184	Pa_7_4680	alignments/orthologs7620.fas
3871	OG0004418	Pa_3_2330	alignments/orthologs3871.fas
1040	OG0001576	Pa_1_11990	alignments/orthologs1040.fas
5195	OG0005749	Pa_4_8660	alignments/orthologs5195.fas
2898	OG0003443	Pa_2_5820	alignments/orthologs2898.fas
1713	OG0002251	Pa_1_18980	alignments/orthologs1713.fas
242	OG0000777	Pa_1_3545	alignments/orthologs0242.fas
7297	OG0007861	Pa_6_7250	alignments/orthologs7297.fas
3222	OG0003768	Pa_2_9390	alignments/orthologs3222.fas
680	OG0001216	Pa_1_8170	alignments/orthologs0680.fas
1334	OG0001870	Pa_1_15040	alignments/orthologs1334.fas
2969	OG0003514	Pa_2_6510	alignments/orthologs2969.fas
4370	OG0004919	Pa_3_7720	alignments/orthologs4370.fas
3876	OG0004423	Pa_3_2280	alignments/orthologs3876.fas
7914	OG0008480	Pa_7_5510	alignments/orthologs7914.fas
1612	OG0002150	Pa_1_17870	alignments/orthologs1612.fas
7808	OG0008373	Pa_7_2350	alignments/orthologs7808.fas
8470	OG0009037	Pa_7_11660	alignments/orthologs8470.fas
8330	OG0008897	Pa_7_10240	alignments/orthologs8330.fas
7635	OG0008199	Pa_7_4500	alignments/orthologs7635.fas
5089	OG0005643	Pa_4_3179	alignments/orthologs5089.fas
4862	OG0005416	Pa_4_1970	alignments/orthologs4862.fas
1919	OG0002457	Pa_1_21120	alignments/orthologs1919.fas
2673	OG0003215	Pa_2_3240	alignments/orthologs2673.fas
8434	OG0009001	Pa_7_11285	alignments/orthologs8434.fas
4253	OG0004802	Pa_3_6570	alignments/orthologs4253.fas
846	OG0001382	Pa_1_9890	alignments/orthologs0846.fas
6343	OG0006904	Pa_5_7980	alignments/orthologs6343.fas
3489	OG0004035	Pa_2_12250	alignments/orthologs3489.fas
1480	OG0002018	Pa_1_16610	alignments/orthologs1480.fas
2123	OG0002664	Pa_1_23610	alignments/orthologs2123.fas
5800	OG0006357	Pa_5_570	alignments/orthologs5800.fas
1610	OG0002148	Pa_1_17840	alignments/orthologs1610.fas
1725	OG0002263	Pa_1_19120	alignments/orthologs1725.fas
6265	OG0006826	Pa_5_7095	alignments/orthologs6265.fas
4364	OG0004913	Pa_3_7660	alignments/orthologs4364.fas
2909	OG0003454	Pa_2_5920	alignments/orthologs2909.fas
291	OG0000827	Pa_1_4000	alignments/orthologs0291.fas
214	OG0000749	Pa_1_3290	alignments/orthologs0214.fas
7529	OG0008093	Pa_6_10420	alignments/orthologs7529.fas
7917	OG0008483	Pa_7_5540	alignments/orthologs7917.fas
5851	OG0006410	Pa_5_13050	alignments/orthologs5851.fas
5886	OG0006445	Pa_5_3260	alignments/orthologs5886.fas
3800	OG0004347	Pa_3_1520	alignments/orthologs3800.fas
1558	OG0002096	Pa_1_17330	alignments/orthologs1558.fas
6928	OG0007490	Pa_6_3330	alignments/orthologs6928.fas
3902	OG0004450	Pa_3_2830	alignments/orthologs3902.fas
290	OG0000826	Pa_1_3990	alignments/orthologs0290.fas
2765	OG0003307	Pa_2_4200	alignments/orthologs2765.fas
1442	OG0001979	Pa_1_16250	alignments/orthologs1442.fas
3455	OG0004001	Pa_2_11900	alignments/orthologs3455.fas
7425	OG0007989	Pa_6_9045	alignments/orthologs7425.fas
3276	OG0003822	Pa_2_9940	alignments/orthologs3276.fas
480	OG0001016	Pa_1_6140	alignments/orthologs0480.fas
4	OG0000537	Pa_1_1090	alignments/orthologs0004.fas
1357	OG0001894	Pa_1_15325	alignments/orthologs1357.fas
6950	OG0007512	Pa_6_3110	alignments/orthologs6950.fas
7784	OG0008349	Pa_7_2630	alignments/orthologs7784.fas
6865	OG0007427	Pa_6_5860	alignments/orthologs6865.fas
973	OG0001509	Pa_1_11270	alignments/orthologs0973.fas
8379	OG0008946	Pa_7_10740	alignments/orthologs8379.fas
3694	OG0004241	Pa_3_260	alignments/orthologs3694.fas
7345	OG0007909	Pa_0_110	alignments/orthologs7345.fas
2786	OG0003328	Pa_2_4425	alignments/orthologs2786.fas
3685	OG0004232	Pa_3_170	alignments/orthologs3685.fas
6962	OG0007524	Pa_6_2970	alignments/orthologs6962.fas
8047	OG0008613	Pa_7_7230	alignments/orthologs8047.fas
5101	OG0005655	Pa_4_9610	alignments/orthologs5101.fas
8349	OG0008916	Pa_7_10450	alignments/orthologs8349.fas
7954	OG0008520	Pa_7_6000	alignments/orthologs7954.fas
5777	OG0006334	Pa_5_850	alignments/orthologs5777.fas
5003	OG0005557	Pa_4_4140	alignments/orthologs5003.fas
6174	OG0006734	Pa_5_11880	alignments/orthologs6174.fas
4515	OG0005065	Pa_3_9250	alignments/orthologs4515.fas
3491	OG0004037	Pa_2_12270	alignments/orthologs3491.fas
1222	OG0001758	Pa_1_13290	alignments/orthologs1222.fas
3149	OG0003695	Pa_2_8625	alignments/orthologs3149.fas
8212	OG0008778	Pa_7_8990	alignments/orthologs8212.fas
4343	OG0004892	Pa_3_7470	alignments/orthologs4343.fas
8306	OG0008873	Pa_7_9990	alignments/orthologs8306.fas
1158	OG0001694	Pa_1_13900	alignments/orthologs1158.fas
5948	OG0006508	Pa_5_4070	alignments/orthologs5948.fas
6322	OG0006883	Pa_5_6330	alignments/orthologs6322.fas
8033	OG0008599	Pa_7_7100	alignments/orthologs8033.fas
2746	OG0003288	Pa_2_4010	alignments/orthologs2746.fas
6879	OG0007441	Pa_6_5995	alignments/orthologs6879.fas
4120	OG0004668	Pa_3_5100	alignments/orthologs4120.fas
6036	OG0006596	Pa_5_5020	alignments/orthologs6036.fas
2234	OG0002775	Pa_1_820	alignments/orthologs2234.fas
2719	OG0003261	Pa_2_3710	alignments/orthologs2719.fas
4298	OG0004847	Pa_3_7030	alignments/orthologs4298.fas
7018	OG0007581	Pa_6_2180	alignments/orthologs7018.fas
4934	OG0005488	Pa_4_2740	alignments/orthologs4934.fas
5257	OG0005812	Pa_4_7980	alignments/orthologs5257.fas
1264	OG0001800	Pa_1_14330	alignments/orthologs1264.fas
8354	OG0008921	Pa_7_10490	alignments/orthologs8354.fas
5068	OG0005622	Pa_4_3405	alignments/orthologs5068.fas
4575	OG0005125	Pa_3_9850	alignments/orthologs4575.fas
2768	OG0003310	Pa_2_4230	alignments/orthologs2768.fas
4087	OG0004635	Pa_3_4750	alignments/orthologs4087.fas
3110	OG0003656	Pa_2_8200	alignments/orthologs3110.fas
4989	OG0005543	Pa_4_9930	alignments/orthologs4989.fas
6138	OG0006698	Pa_5_6170	alignments/orthologs6138.fas
8264	OG0008831	Pa_7_9500	alignments/orthologs8264.fas
8151	OG0008717	Pa_7_8320	alignments/orthologs8151.fas
5267	OG0005822	Pa_4_7890	alignments/orthologs5267.fas
2396	OG0002937	Pa_2_330	alignments/orthologs2396.fas
2783	OG0003325	Pa_2_4400	alignments/orthologs2783.fas
4659	OG0005209	Pa_3_11245	alignments/orthologs4659.fas
4529	OG0005079	Pa_3_9380	alignments/orthologs4529.fas
3499	OG0004045	Pa_2_12360	alignments/orthologs3499.fas
1439	OG0001976	Pa_1_16220	alignments/orthologs1439.fas
5139	OG0005693	Pa_4_9230	alignments/orthologs5139.fas
2023	OG0002564	Pa_1_22570	alignments/orthologs2023.fas
4884	OG0005438	Pa_4_2270	alignments/orthologs4884.fas
6353	OG0006914	Pa_5_8080	alignments/orthologs6353.fas
3886	OG0004433	Pa_3_2120	alignments/orthologs3886.fas
5775	OG0006332	Pa_5_870	alignments/orthologs5775.fas
8231	OG0008797	Pa_7_9193	alignments/orthologs8231.fas
3363	OG0003909	Pa_2_10960	alignments/orthologs3363.fas
4769	OG0005320	Pa_4_770	alignments/orthologs4769.fas
2986	OG0003532	Pa_2_6695	alignments/orthologs2986.fas
7850	OG0008416	Pa_7_1870	alignments/orthologs7850.fas
8251	OG0008817	Pa_7_9350	alignments/orthologs8251.fas
7777	OG0008342	Pa_7_2710	alignments/orthologs7777.fas
8512	OG0009079	Pa_7_1110	alignments/orthologs8512.fas
3520	OG0004066	Pa_2_12600	alignments/orthologs3520.fas
6982	OG0007544	Pa_6_2785	alignments/orthologs6982.fas
3326	OG0003872	Pa_2_10540	alignments/orthologs3326.fas
6775	OG0007337	Pa_6_4880	alignments/orthologs6775.fas
6981	OG0007543	Pa_6_2790	alignments/orthologs6981.fas
3819	OG0004366	Pa_3_1740	alignments/orthologs3819.fas
6403	OG0006964	Pa_5_8680	alignments/orthologs6403.fas
1433	OG0001970	Pa_1_16110	alignments/orthologs1433.fas
1232	OG0001768	Pa_1_13190	alignments/orthologs1232.fas
2983	OG0003528	Pa_2_6655	alignments/orthologs2983.fas
5770	OG0006327	Pa_5_925	alignments/orthologs5770.fas
601	OG0001137	Pa_1_7320	alignments/orthologs0601.fas
5226	OG0005781	Pa_4_8330	alignments/orthologs5226.fas
3131	OG0003677	Pa_2_8440	alignments/orthologs3131.fas
7728	OG0008293	Pa_7_3350	alignments/orthologs7728.fas
2931	OG0003476	Pa_2_6150	alignments/orthologs2931.fas
2381	OG0002922	Pa_2_200	alignments/orthologs2381.fas
1010	OG0001546	Pa_1_11670	alignments/orthologs1010.fas
8141	OG0008707	Pa_7_8080	alignments/orthologs8141.fas
7276	OG0007840	Pa_6_7050	alignments/orthologs7276.fas
6828	OG0007390	Pa_6_5510	alignments/orthologs6828.fas
7955	OG0008521	Pa_7_6020	alignments/orthologs7955.fas
3742	OG0004289	Pa_3_790	alignments/orthologs3742.fas
6765	OG0007327	Pa_6_4782	alignments/orthologs6765.fas
651	OG0001187	Pa_1_7860	alignments/orthologs0651.fas
3331	OG0003877	Pa_2_10600	alignments/orthologs3331.fas
8173	OG0008739	Pa_7_8530	alignments/orthologs8173.fas
1618	OG0002156	Pa_1_17920	alignments/orthologs1618.fas
132	OG0000667	Pa_1_2410	alignments/orthologs0132.fas
2742	OG0003284	Pa_2_3970	alignments/orthologs2742.fas
4829	OG0005381	Pa_4_1420	alignments/orthologs4829.fas
4670	OG0005220	Pa_3_11160	alignments/orthologs4670.fas
5348	OG0005903	Pa_4_7030	alignments/orthologs5348.fas
218	OG0000753	Pa_1_3330	alignments/orthologs0218.fas
325	OG0000861	Pa_1_4390	alignments/orthologs0325.fas
5794	OG0006351	Pa_5_620	alignments/orthologs5794.fas
1776	OG0002314	Pa_1_19630	alignments/orthologs1776.fas
3433	OG0003979	Pa_2_11680	alignments/orthologs3433.fas
5513	OG0006069	Pa_4_5110	alignments/orthologs5513.fas
590	OG0001126	Pa_1_7230	alignments/orthologs0590.fas
8415	OG0008982	Pa_7_11100	alignments/orthologs8415.fas
7671	OG0008235	Pa_7_4075	alignments/orthologs7671.fas
4618	OG0005168	Pa_3_10330	alignments/orthologs4618.fas
4236	OG0004785	Pa_3_6380	alignments/orthologs4236.fas
6764	OG0007326	Pa_6_4780	alignments/orthologs6764.fas
6092	OG0006652	Pa_5_5670	alignments/orthologs6092.fas
2736	OG0003278	Pa_2_3900	alignments/orthologs2736.fas
6535	OG0007096	Pa_5_10200	alignments/orthologs6535.fas
1416	OG0001953	Pa_1_15930	alignments/orthologs1416.fas
5742	OG0006299	Pa_5_1310	alignments/orthologs5742.fas
5190	OG0005744	Pa_4_8715	alignments/orthologs5190.fas
893	OG0001429	Pa_1_10380	alignments/orthologs0893.fas
4071	OG0004619	Pa_3_4610	alignments/orthologs4071.fas
4290	OG0004839	Pa_3_6940	alignments/orthologs4290.fas
5187	OG0005741	Pa_4_8740	alignments/orthologs5187.fas
2916	OG0003461	Pa_2_5977	alignments/orthologs2916.fas
951	OG0001487	Pa_1_11040	alignments/orthologs0951.fas
1068	OG0001604	Pa_1_12290	alignments/orthologs1068.fas
7946	OG0008512	Pa_7_5870	alignments/orthologs7946.fas
7953	OG0008519	Pa_7_5980	alignments/orthologs7953.fas
4008	OG0004556	Pa_3_3950	alignments/orthologs4008.fas
4199	OG0004748	Pa_3_5980	alignments/orthologs4199.fas
6077	OG0006637	Pa_5_5520	alignments/orthologs6077.fas
4916	OG0005470	Pa_4_2545	alignments/orthologs4916.fas
1688	OG0002226	Pa_1_18720	alignments/orthologs1688.fas
5710	OG0006267	Pa_5_1780	alignments/orthologs5710.fas
4257	OG0004806	Pa_3_6610	alignments/orthologs4257.fas
7469	OG0008033	Pa_6_9590	alignments/orthologs7469.fas
8327	OG0008894	Pa_7_10210	alignments/orthologs8327.fas
7788	OG0008353	Pa_7_2570	alignments/orthologs7788.fas
6736	OG0007298	Pa_6_4500	alignments/orthologs6736.fas
2560	OG0003102	Pa_2_2020	alignments/orthologs2560.fas
7390	OG0007954	Pa_6_8590	alignments/orthologs7390.fas
5114	OG0005668	Pa_4_9465	alignments/orthologs5114.fas
3171	OG0003717	Pa_2_8850	alignments/orthologs3171.fas
7375	OG0007939	Pa_6_8420	alignments/orthologs7375.fas
672	OG0001208	Pa_1_8090	alignments/orthologs0672.fas
3376	OG0003922	Pa_2_11100	alignments/orthologs3376.fas
713	OG0001249	Pa_1_8480	alignments/orthologs0713.fas
7849	OG0008415	Pa_7_1875	alignments/orthologs7849.fas
8252	OG0008818	Pa_7_9360	alignments/orthologs8252.fas
8223	OG0008789	Pa_7_9100	alignments/orthologs8223.fas
1578	OG0002116	Pa_1_17530	alignments/orthologs1578.fas
7032	OG0007596	Pa_6_2000	alignments/orthologs7032.fas
990	OG0001526	Pa_1_11460	alignments/orthologs0990.fas
8156	OG0008722	Pa_7_8360	alignments/orthologs8156.fas
4155	OG0004703	Pa_3_5470	alignments/orthologs4155.fas
2163	OG0002704	Pa_1_24010	alignments/orthologs2163.fas
7362	OG0007926	Pa_6_8230	alignments/orthologs7362.fas
4593	OG0005143	Pa_3_10110	alignments/orthologs4593.fas
3989	OG0004537	Pa_3_3765	alignments/orthologs3989.fas
6418	OG0006979	Pa_5_8830	alignments/orthologs6418.fas
1689	OG0002227	Pa_1_18730	alignments/orthologs1689.fas
7278	OG0007842	Pa_6_7070	alignments/orthologs7278.fas
2593	OG0003135	Pa_2_2360	alignments/orthologs2593.fas
5920	OG0006480	Pa_5_3750	alignments/orthologs5920.fas
8107	OG0008673	Pa_7_7855	alignments/orthologs8107.fas
4012	OG0004560	Pa_3_3990	alignments/orthologs4012.fas
794	OG0001330	Pa_1_9340	alignments/orthologs0794.fas
1701	OG0002239	Pa_1_18850	alignments/orthologs1701.fas
4321	OG0004870	Pa_3_7250	alignments/orthologs4321.fas
3511	OG0004057	Pa_2_12510	alignments/orthologs3511.fas
5540	OG0006096	Pa_4_4815	alignments/orthologs5540.fas
6139	OG0006699	Pa_5_6180	alignments/orthologs6139.fas
2586	OG0003128	Pa_2_2290	alignments/orthologs2586.fas
5833	OG0006390	Pa_0_1580	alignments/orthologs5833.fas
7729	OG0008294	Pa_7_3340	alignments/orthologs7729.fas
5428	OG0005983	Pa_4_6150	alignments/orthologs5428.fas
4091	OG0004639	Pa_3_4780	alignments/orthologs4091.fas
5743	OG0006300	Pa_5_1300	alignments/orthologs5743.fas
4367	OG0004916	Pa_3_7685	alignments/orthologs4367.fas
5116	OG0005670	Pa_4_9450	alignments/orthologs5116.fas
8288	OG0008855	Pa_7_9770	alignments/orthologs8288.fas
8189	OG0008755	Pa_7_8710	alignments/orthologs8189.fas
8268	OG0008835	Pa_7_9540	alignments/orthologs8268.fas
8343	OG0008910	Pa_7_10380	alignments/orthologs8343.fas
6404	OG0006965	Pa_5_8690	alignments/orthologs6404.fas
186	OG0000721	Pa_1_3010	alignments/orthologs0186.fas
6336	OG0006897	Pa_5_7830	alignments/orthologs6336.fas
6622	OG0007184	Pa_6_11410	alignments/orthologs6622.fas
4264	OG0004813	Pa_3_6680	alignments/orthologs4264.fas
3691	OG0004238	Pa_3_235	alignments/orthologs3691.fas
3098	OG0003644	Pa_2_8010	alignments/orthologs3098.fas
1784	OG0002322	Pa_1_19720	alignments/orthologs1784.fas
5652	OG0006208	Pa_5_2430	alignments/orthologs5652.fas
6567	OG0007128	Pa_5_11350	alignments/orthologs6567.fas
1490	OG0002028	Pa_1_16710	alignments/orthologs1490.fas
8564	OG0009131	Pa_7_535	alignments/orthologs8564.fas
5569	OG0006125	Pa_4_4460	alignments/orthologs5569.fas
8340	OG0008907	Pa_7_10340	alignments/orthologs8340.fas
7540	OG0008104	Pa_6_10550	alignments/orthologs7540.fas
383	OG0000919	Pa_1_5090	alignments/orthologs0383.fas
4709	OG0005259	Pa_4_120	alignments/orthologs4709.fas
313	OG0000849	Pa_1_4270	alignments/orthologs0313.fas
3211	OG0003757	Pa_2_9270	alignments/orthologs3211.fas
4782	OG0005333	Pa_4_910	alignments/orthologs4782.fas
1531	OG0002069	Pa_1_17100	alignments/orthologs1531.fas
2529	OG0003071	Pa_2_1690	alignments/orthologs2529.fas
6844	OG0007406	Pa_6_5670	alignments/orthologs6844.fas
5251	OG0005806	Pa_4_8060	alignments/orthologs5251.fas
6399	OG0006960	Pa_5_8630	alignments/orthologs6399.fas
